12	854.9572810448833
18	617.8419361394886
24	512.0123013476325
30	448.42220236496087
36	404.70388678505793
42	372.2149621118674
48	346.8122725367416
54	326.22351997314087
60	309.08594900494074
66	294.5226953549349
72	281.9426880057455
78	270.92559588358466
84	261.17315404591545
90	252.4549817967009
96	244.60091648583312
10002	27.616062170687506
10008	27.60653088556535
10014	27.59951222801813
10020	27.592289529810834
10026	27.584903174031737
10032	27.57740533074199
10038	27.56983312115953
10044	27.562212960637318
10050	27.550670711215044
10056	27.54613563382483
10062	27.538763075310268
10068	27.531241535565975
10074	27.51979372565002
10080	27.511637359371733
10086	27.50370248878555
10092	27.497545160860298
10098	27.49094085274459
20004	19.946945678417826
20010	19.943580458920184
20016	19.94187355660231
20022	19.940062526366642
20028	19.936420040732216
20034	19.932920158415598
20040	19.93115028630463
20046	19.929281824156206
20052	19.925542073894697
20058	19.921966601161856
20064	19.918550476792007
20070	19.91682145226928
20076	19.91499164266004
20082	19.91306338074405
20088	19.909209433632725
20094	19.907276427223174
30000	16.4871348479032
30006	16.48558052976946
30012	16.484026646009355
30018	16.482473370011327
30024	16.480920617356585
30030	16.479368352873298
30036	16.47781644629236
30042	16.47626509153293
30048	16.474714264805108
30054	16.473163949794138
30060	16.471613990093214
30066	16.470064571758925
30072	16.468515628356617
30078	16.466967178820695
30084	16.465419229253655
30090	16.463871594715346
30096	16.46232444375725
40002	14.39557214222906
40008	14.394553964175621
40014	14.39353601441786
40020	14.392518302967483
40026	14.391500811677002
40032	14.390483549444085
40038	14.389466498755871
40044	14.388449653055503
40050	14.38743303461253
40056	14.38641662925739
40062	14.385400431196175
40068	14.384384458402948
40074	14.38336872209062
40080	14.382353223525719
40086	14.381337941786652
40092	14.380322872763333
40098	14.379308036224609
